shipment_id,expected_eta_hours,actual_hours,sla_utilization,breach_probability,risk_level
SHIP-2026-05746,79,51.07,0.646,0.353,MEDIUM
SHIP-2026-05747,33,220.73,6.689,0.844,CRITICAL
SHIP-2026-05748,54,1233.23,22.838,0.858,CRITICAL
SHIP-2026-05749,81,477.32,5.893,0.949,CRITICAL
SHIP-2026-05750,75,187.55,2.501,0.871,CRITICAL
SHIP-2026-05751,80,761.95,9.524,0.99,CRITICAL
SHIP-2026-05752,60,500.38,8.34,0.891,CRITICAL
SHIP-2026-05753,25,324.92,12.997,0.836,CRITICAL
SHIP-2026-05754,82,674.85,8.23,0.888,CRITICAL
SHIP-2026-05755,40,548.73,13.718,0.762,CRITICAL
SHIP-2026-05756,18,73.15,4.064,0.741,HIGH
SHIP-2026-05757,66,1423.47,21.568,0.825,CRITICAL
SHIP-2026-05758,56,473.8,8.461,0.802,CRITICAL
SHIP-2026-05759,25,626.55,25.062,0.782,CRITICAL
SHIP-2026-05760,18,705.62,39.201,0.828,CRITICAL
SHIP-2026-05761,61,1375.73,22.553,0.723,HIGH
SHIP-2026-05762,37,754.9,20.403,0.831,CRITICAL
SHIP-2026-05763,19,1022.63,53.823,0.764,CRITICAL
SHIP-2026-05764,35,985.88,28.168,0.858,CRITICAL
SHIP-2026-05765,27,111.2,4.119,0.926,CRITICAL
SHIP-2026-05766,34,546.18,16.064,0.85,CRITICAL
SHIP-2026-05767,84,385.38,4.588,0.746,HIGH
SHIP-2026-05768,47,729.67,15.525,0.982,CRITICAL
SHIP-2026-05769,70,1175.28,16.79,0.99,CRITICAL
SHIP-2026-05770,78,193.28,2.478,0.863,CRITICAL
SHIP-2026-05771,83,586.17,7.062,0.736,HIGH
SHIP-2026-05772,62,91.43,1.475,0.834,CRITICAL
SHIP-2026-05773,105,243.78,2.322,0.842,CRITICAL
SHIP-2026-05774,24,1104.45,46.019,0.778,CRITICAL
SHIP-2026-05775,17,429.37,25.257,0.843,CRITICAL
SHIP-2026-05776,63,1225.83,19.458,0.916,CRITICAL
SHIP-2026-05777,90,457.83,5.087,0.952,CRITICAL
SHIP-2026-05778,67,1070.33,15.975,0.889,CRITICAL
SHIP-2026-05779,114,805.37,7.065,0.892,CRITICAL
SHIP-2026-05780,30,63.87,2.129,0.926,CRITICAL
SHIP-2026-05781,82,244.58,2.983,0.761,CRITICAL
SHIP-2026-05782,55,1425.17,25.912,0.861,CRITICAL
SHIP-2026-05783,55,1024.47,18.627,0.944,CRITICAL
SHIP-2026-05784,86,1230.03,14.303,0.907,CRITICAL
SHIP-2026-05785,117,1421.15,12.147,0.95,CRITICAL
SHIP-2026-05786,35,620.25,17.721,0.892,CRITICAL
SHIP-2026-05787,37,411.98,11.135,0.827,CRITICAL
SHIP-2026-05788,43,969.13,22.538,0.821,CRITICAL
SHIP-2026-05789,28,1353.7,48.346,0.792,CRITICAL
SHIP-2026-05790,81,97.15,1.199,0.922,CRITICAL
SHIP-2026-05791,83,911.03,10.976,0.943,CRITICAL
SHIP-2026-05792,49,957.43,19.539,0.848,CRITICAL
SHIP-2026-05793,55,1181.25,21.477,0.802,CRITICAL
SHIP-2026-05794,38,1236.0,32.526,0.921,CRITICAL
SHIP-2026-05795,58,1404.33,24.213,0.832,CRITICAL
SHIP-2026-05796,16,914.8,57.175,0.795,CRITICAL
SHIP-2026-05797,34,934.17,27.476,0.963,CRITICAL
SHIP-2026-05798,44,1156.13,26.276,0.857,CRITICAL
SHIP-2026-05799,26,854.35,32.86,0.73,HIGH
SHIP-2026-05800,71,573.52,8.078,0.755,CRITICAL
SHIP-2026-05801,43,15.62,0.363,0.122,LOW
SHIP-2026-05802,30,1110.5,37.017,0.892,CRITICAL
SHIP-2026-05803,119,640.42,5.382,0.942,CRITICAL
SHIP-2026-05804,31,511.05,16.485,0.99,CRITICAL
SHIP-2026-05805,67,942.73,14.071,0.932,CRITICAL
SHIP-2026-05806,33,841.25,25.492,0.933,CRITICAL
SHIP-2026-05807,84,327.3,3.896,0.884,CRITICAL
SHIP-2026-05808,19,1126.53,59.291,0.72,HIGH
SHIP-2026-05809,103,1261.78,12.25,0.81,CRITICAL
SHIP-2026-05810,26,1161.02,44.655,0.946,CRITICAL
SHIP-2026-05811,117,1394.7,11.921,0.956,CRITICAL
SHIP-2026-05812,103,942.23,9.148,0.937,CRITICAL
SHIP-2026-05813,65,1276.18,19.634,0.927,CRITICAL
SHIP-2026-05814,88,1228.73,13.963,0.814,CRITICAL
SHIP-2026-05815,45,1234.37,27.43,0.99,CRITICAL
SHIP-2026-05816,48,878.27,18.297,0.725,HIGH
SHIP-2026-05817,54,17.42,0.323,0.097,LOW
SHIP-2026-05818,23,901.45,39.193,0.946,CRITICAL
SHIP-2026-05819,18,1002.42,55.69,0.915,CRITICAL
SHIP-2026-05820,38,316.7,8.334,0.883,CRITICAL
SHIP-2026-05821,91,515.92,5.669,0.987,CRITICAL
SHIP-2026-05822,74,590.93,7.986,0.807,CRITICAL
SHIP-2026-05823,73,1261.62,17.282,0.837,CRITICAL
SHIP-2026-05824,62,417.6,6.735,0.939,CRITICAL
SHIP-2026-05825,63,693.0,11.0,0.931,CRITICAL
SHIP-2026-05826,81,1309.15,16.162,0.842,CRITICAL
SHIP-2026-05827,81,221.15,2.73,0.812,CRITICAL
SHIP-2026-05828,108,304.08,2.816,0.849,CRITICAL
SHIP-2026-05829,48,315.48,6.573,0.945,CRITICAL
SHIP-2026-05830,30,16.78,0.559,0.132,LOW
SHIP-2026-05831,57,335.33,5.883,0.867,CRITICAL
SHIP-2026-05832,98,118.47,1.209,0.931,CRITICAL
SHIP-2026-05833,67,1163.27,17.362,0.899,CRITICAL
SHIP-2026-05834,73,1436.67,19.68,0.892,CRITICAL
SHIP-2026-05835,69,1077.15,15.611,0.919,CRITICAL
SHIP-2026-05836,63,280.98,4.46,0.746,HIGH
SHIP-2026-05837,89,1133.38,12.735,0.899,CRITICAL
SHIP-2026-05838,29,1117.35,38.529,0.724,HIGH
SHIP-2026-05839,91,718.3,7.893,0.928,CRITICAL
SHIP-2026-05840,112,415.23,3.707,0.929,CRITICAL
SHIP-2026-05841,24,207.73,8.655,0.936,CRITICAL
SHIP-2026-05842,77,158.83,2.063,0.843,CRITICAL
SHIP-2026-05843,83,950.13,11.447,0.899,CRITICAL
SHIP-2026-05844,78,853.17,10.938,0.826,CRITICAL
SHIP-2026-05845,46,503.73,10.951,0.891,CRITICAL
SHIP-2026-05846,20,1347.63,67.382,0.82,CRITICAL
SHIP-2026-05847,110,514.85,4.68,0.863,CRITICAL
SHIP-2026-05848,61,1087.57,17.829,0.789,CRITICAL
SHIP-2026-05849,21,204.5,9.738,0.931,CRITICAL
SHIP-2026-05850,30,388.37,12.946,0.781,CRITICAL
SHIP-2026-05851,17,1055.05,62.062,0.938,CRITICAL
SHIP-2026-05852,40,174.15,4.354,0.927,CRITICAL
SHIP-2026-05853,41,1427.57,34.819,0.84,CRITICAL
SHIP-2026-05854,78,376.38,4.825,0.819,CRITICAL
SHIP-2026-05855,102,351.73,3.448,0.883,CRITICAL
SHIP-2026-05856,37,699.85,18.915,0.927,CRITICAL
SHIP-2026-05857,63,920.98,14.619,0.765,CRITICAL
SHIP-2026-05858,82,361.63,4.41,0.934,CRITICAL
SHIP-2026-05859,30,182.62,6.087,0.749,HIGH
SHIP-2026-05860,106,1386.75,13.083,0.902,CRITICAL
SHIP-2026-05861,61,1105.62,18.125,0.813,CRITICAL
SHIP-2026-05862,39,752.03,19.283,0.753,CRITICAL
SHIP-2026-05863,18,1416.2,78.678,0.801,CRITICAL
SHIP-2026-05864,58,693.93,11.964,0.894,CRITICAL
SHIP-2026-05865,45,888.42,19.743,0.813,CRITICAL
SHIP-2026-05866,109,247.28,2.269,0.918,CRITICAL
SHIP-2026-05867,53,745.53,14.067,0.99,CRITICAL
SHIP-2026-05868,33,1174.22,35.582,0.948,CRITICAL
SHIP-2026-05869,25,470.27,18.811,0.765,CRITICAL
SHIP-2026-05870,100,562.13,5.621,0.9,CRITICAL
SHIP-2026-05871,44,742.82,16.882,0.811,CRITICAL
SHIP-2026-05872,54,342.22,6.337,0.942,CRITICAL
SHIP-2026-05873,75,865.22,11.536,0.976,CRITICAL
SHIP-2026-05874,79,313.12,3.964,0.81,CRITICAL
SHIP-2026-05875,43,572.78,13.32,0.773,CRITICAL
SHIP-2026-05876,42,1148.2,27.338,0.84,CRITICAL
SHIP-2026-05877,25,863.87,34.555,0.947,CRITICAL
SHIP-2026-05878,55,1357.7,24.685,0.842,CRITICAL
SHIP-2026-05879,45,981.55,21.812,0.965,CRITICAL
SHIP-2026-05880,76,1409.58,18.547,0.799,CRITICAL
SHIP-2026-05881,70,691.93,9.885,0.806,CRITICAL
SHIP-2026-05882,21,1370.63,65.268,0.782,CRITICAL
SHIP-2026-05883,84,378.6,4.507,0.91,CRITICAL
SHIP-2026-05884,79,940.05,11.899,0.743,HIGH
SHIP-2026-05885,93,19.03,0.205,0.14,LOW
SHIP-2026-05886,100,804.65,8.046,0.837,CRITICAL
SHIP-2026-05887,27,343.22,12.712,0.782,CRITICAL
SHIP-2026-05888,55,837.05,15.219,0.828,CRITICAL
SHIP-2026-05889,48,851.58,17.741,0.99,CRITICAL
SHIP-2026-05890,38,1035.67,27.254,0.751,CRITICAL
SHIP-2026-05891,82,849.52,10.36,0.883,CRITICAL
SHIP-2026-05892,68,1247.87,18.351,0.919,CRITICAL
SHIP-2026-05893,59,243.77,4.132,0.823,CRITICAL
SHIP-2026-05894,32,1148.63,35.895,0.967,CRITICAL
SHIP-2026-05895,53,1064.1,20.077,0.808,CRITICAL
SHIP-2026-05896,39,235.48,6.038,0.838,CRITICAL
SHIP-2026-05897,77,229.22,2.977,0.933,CRITICAL
SHIP-2026-05898,62,1056.83,17.046,0.843,CRITICAL
SHIP-2026-05899,108,1289.65,11.941,0.914,CRITICAL
SHIP-2026-05900,47,243.9,5.189,0.818,CRITICAL
SHIP-2026-05901,101,1427.42,14.133,0.853,CRITICAL
SHIP-2026-05902,74,1329.07,17.96,0.922,CRITICAL
SHIP-2026-05903,31,1166.8,37.639,0.767,CRITICAL
SHIP-2026-05904,39,1192.37,30.574,0.754,CRITICAL
SHIP-2026-05905,103,1389.33,13.489,0.877,CRITICAL
SHIP-2026-05906,62,1331.88,21.482,0.841,CRITICAL
SHIP-2026-05907,36,155.62,4.323,0.866,CRITICAL
SHIP-2026-05908,78,9.92,0.127,0.132,LOW
SHIP-2026-05909,83,1209.73,14.575,0.76,CRITICAL
SHIP-2026-05910,53,70.3,1.326,0.896,CRITICAL
SHIP-2026-05911,53,44.65,0.842,0.387,MEDIUM
SHIP-2026-05912,58,282.87,4.877,0.839,CRITICAL
SHIP-2026-05913,25,370.77,14.831,0.801,CRITICAL
SHIP-2026-05914,21,501.1,23.862,0.946,CRITICAL
SHIP-2026-05915,36,1121.33,31.148,0.921,CRITICAL
SHIP-2026-05916,30,666.37,22.212,0.846,CRITICAL
SHIP-2026-05917,39,1005.33,25.778,0.763,CRITICAL
SHIP-2026-05918,83,1017.8,12.263,0.823,CRITICAL
SHIP-2026-05919,51,1387.45,27.205,0.885,CRITICAL
SHIP-2026-05920,58,1008.3,17.384,0.83,CRITICAL
SHIP-2026-05921,70,72.9,1.041,0.766,CRITICAL
SHIP-2026-05922,60,547.78,9.13,0.723,HIGH
SHIP-2026-05923,58,1250.93,21.568,0.856,CRITICAL
SHIP-2026-05924,73,1286.58,17.624,0.972,CRITICAL
SHIP-2026-05925,23,507.63,22.071,0.85,CRITICAL
SHIP-2026-05926,31,1286.88,41.512,0.782,CRITICAL
SHIP-2026-05927,67,896.12,13.375,0.974,CRITICAL
SHIP-2026-05928,27,595.33,22.049,0.724,HIGH
SHIP-2026-05929,67,1129.73,16.862,0.929,CRITICAL
SHIP-2026-05930,42,1259.4,29.986,0.818,CRITICAL
SHIP-2026-05931,73,1312.68,17.982,0.941,CRITICAL
SHIP-2026-05932,43,530.7,12.342,0.833,CRITICAL
SHIP-2026-05933,77,519.22,6.743,0.871,CRITICAL
SHIP-2026-05934,57,327.37,5.743,0.72,HIGH
SHIP-2026-05935,72,1366.55,18.98,0.897,CRITICAL
SHIP-2026-05936,26,351.65,13.525,0.889,CRITICAL
SHIP-2026-05937,81,415.17,5.126,0.884,CRITICAL
SHIP-2026-05938,100,231.53,2.315,0.903,CRITICAL
SHIP-2026-05939,56,1288.77,23.014,0.854,CRITICAL
SHIP-2026-05940,106,265.32,2.503,0.854,CRITICAL
SHIP-2026-05941,79,785.1,9.938,0.752,CRITICAL
SHIP-2026-05942,67,237.92,3.551,0.99,CRITICAL
SHIP-2026-05943,89,200.8,2.256,0.971,CRITICAL
SHIP-2026-05944,74,759.72,10.266,0.821,CRITICAL
SHIP-2026-05945,57,869.35,15.252,0.883,CRITICAL
SHIP-2026-05946,70,1403.55,20.051,0.99,CRITICAL
SHIP-2026-05947,39,970.9,24.895,0.83,CRITICAL
SHIP-2026-05948,80,605.08,7.564,0.839,CRITICAL
SHIP-2026-05949,118,64.13,0.543,0.135,LOW
SHIP-2026-05950,118,657.77,5.574,0.99,CRITICAL
SHIP-2026-05951,93,190.25,2.046,0.802,CRITICAL
SHIP-2026-05952,33,403.4,12.224,0.905,CRITICAL
SHIP-2026-05953,20,1288.3,64.415,0.811,CRITICAL
SHIP-2026-05954,109,1147.47,10.527,0.941,CRITICAL
SHIP-2026-05955,54,393.13,7.28,0.814,CRITICAL
SHIP-2026-05956,36,888.27,24.674,0.766,CRITICAL
SHIP-2026-05957,60,646.85,10.781,0.958,CRITICAL
SHIP-2026-05958,39,484.75,12.429,0.767,CRITICAL
SHIP-2026-05959,57,1320.93,23.174,0.99,CRITICAL
SHIP-2026-05960,109,737.3,6.764,0.822,CRITICAL
SHIP-2026-05961,28,512.55,18.305,0.817,CRITICAL
SHIP-2026-05962,77,1131.38,14.693,0.727,HIGH
SHIP-2026-05963,86,1152.75,13.404,0.9,CRITICAL
SHIP-2026-05964,81,447.13,5.52,0.781,CRITICAL
SHIP-2026-05965,39,458.63,11.76,0.824,CRITICAL
SHIP-2026-05966,30,365.25,12.175,0.905,CRITICAL
SHIP-2026-05967,61,557.1,9.133,0.944,CRITICAL
SHIP-2026-05968,51,1049.95,20.587,0.846,CRITICAL
SHIP-2026-05969,51,811.28,15.907,0.948,CRITICAL
SHIP-2026-05970,57,795.97,13.964,0.835,CRITICAL
SHIP-2026-05971,65,1270.58,19.547,0.99,CRITICAL
SHIP-2026-05972,78,309.97,3.974,0.831,CRITICAL
SHIP-2026-05973,35,294.3,8.409,0.99,CRITICAL
SHIP-2026-05974,68,409.88,6.028,0.897,CRITICAL
SHIP-2026-05975,116,414.87,3.576,0.842,CRITICAL
SHIP-2026-05976,79,339.4,4.296,0.987,CRITICAL
SHIP-2026-05977,105,464.5,4.424,0.913,CRITICAL
SHIP-2026-05978,55,125.38,2.28,0.837,CRITICAL
SHIP-2026-05979,24,459.6,19.15,0.803,CRITICAL
SHIP-2026-05980,65,452.65,6.964,0.853,CRITICAL
SHIP-2026-05981,47,233.22,4.962,0.809,CRITICAL
SHIP-2026-05982,120,660.37,5.503,0.823,CRITICAL
SHIP-2026-05983,99,432.8,4.372,0.924,CRITICAL
SHIP-2026-05984,45,156.13,3.47,0.99,CRITICAL
SHIP-2026-05985,18,324.92,18.051,0.808,CRITICAL
SHIP-2026-05986,111,991.58,8.933,0.937,CRITICAL
SHIP-2026-05987,96,1332.23,13.877,0.924,CRITICAL
SHIP-2026-05988,77,301.2,3.912,0.94,CRITICAL
SHIP-2026-05989,119,933.55,7.845,0.866,CRITICAL
SHIP-2026-05990,37,580.23,15.682,0.866,CRITICAL
SHIP-2026-05991,79,1043.17,13.205,0.723,HIGH
SHIP-2026-05992,107,1270.72,11.876,0.875,CRITICAL
SHIP-2026-05993,21,563.95,26.855,0.729,HIGH
SHIP-2026-05994,42,1137.17,27.075,0.771,CRITICAL
SHIP-2026-05995,27,1332.78,49.362,0.761,CRITICAL
SHIP-2026-05996,22,476.47,21.658,0.899,CRITICAL
SHIP-2026-05997,42,455.8,10.852,0.831,CRITICAL
SHIP-2026-05998,61,451.47,7.401,0.937,CRITICAL
SHIP-2026-05999,52,70.68,1.359,0.921,CRITICAL
SHIP-2026-06000,27,649.12,24.041,0.881,CRITICAL
SHIP-2026-06001,92,167.67,1.822,0.99,CRITICAL
SHIP-2026-06002,78,528.72,6.778,0.908,CRITICAL
SHIP-2026-06003,59,808.25,13.699,0.817,CRITICAL
SHIP-2026-06004,41,394.27,9.616,0.805,CRITICAL
SHIP-2026-06005,104,551.3,5.301,0.81,CRITICAL
SHIP-2026-06006,46,797.85,17.345,0.837,CRITICAL
SHIP-2026-06007,72,1246.93,17.318,0.752,CRITICAL
SHIP-2026-06008,38,337.8,8.889,0.806,CRITICAL
SHIP-2026-06009,94,555.1,5.905,0.723,HIGH
SHIP-2026-06010,120,116.75,0.973,0.738,HIGH
SHIP-2026-06011,43,326.95,7.603,0.869,CRITICAL
SHIP-2026-06012,55,482.85,8.779,0.741,HIGH
SHIP-2026-06013,94,317.03,3.373,0.938,CRITICAL
SHIP-2026-06014,41,441.85,10.777,0.824,CRITICAL
SHIP-2026-06015,120,117.05,0.975,0.734,HIGH
SHIP-2026-06016,39,238.77,6.122,0.917,CRITICAL
SHIP-2026-06017,16,698.88,43.68,0.931,CRITICAL
SHIP-2026-06018,64,800.43,12.507,0.803,CRITICAL
SHIP-2026-06019,85,332.1,3.907,0.99,CRITICAL
SHIP-2026-06020,114,753.43,6.609,0.936,CRITICAL
SHIP-2026-06021,115,433.0,3.765,0.871,CRITICAL
SHIP-2026-06022,97,981.73,10.121,0.99,CRITICAL
SHIP-2026-06023,73,16.97,0.232,0.051,LOW
SHIP-2026-06024,56,72.1,1.287,0.788,CRITICAL
SHIP-2026-06025,68,846.92,12.455,0.921,CRITICAL
SHIP-2026-06026,66,1116.6,16.918,0.826,CRITICAL
SHIP-2026-06027,59,667.55,11.314,0.782,CRITICAL
SHIP-2026-06028,111,122.83,1.107,0.916,CRITICAL
SHIP-2026-06029,93,1132.38,12.176,0.894,CRITICAL
SHIP-2026-06030,79,662.15,8.382,0.803,CRITICAL
SHIP-2026-06031,19,393.83,20.728,0.766,CRITICAL
SHIP-2026-06032,32,1439.17,44.974,0.953,CRITICAL
SHIP-2026-06033,71,526.48,7.415,0.761,CRITICAL
SHIP-2026-06034,80,224.68,2.808,0.959,CRITICAL
SHIP-2026-06035,65,189.48,2.915,0.881,CRITICAL
SHIP-2026-06036,98,216.15,2.206,0.914,CRITICAL
SHIP-2026-06037,67,160.43,2.394,0.846,CRITICAL
SHIP-2026-06038,96,280.78,2.925,0.877,CRITICAL
SHIP-2026-06039,77,949.23,12.328,0.821,CRITICAL
SHIP-2026-06040,57,1165.18,20.442,0.929,CRITICAL
SHIP-2026-06041,46,1412.03,30.696,0.842,CRITICAL
SHIP-2026-06042,23,1328.88,57.777,0.784,CRITICAL
SHIP-2026-06043,68,710.75,10.452,0.841,CRITICAL
SHIP-2026-06044,33,389.48,11.802,0.949,CRITICAL
SHIP-2026-06045,26,1421.85,54.687,0.887,CRITICAL
SHIP-2026-06046,64,753.82,11.778,0.729,HIGH
SHIP-2026-06047,112,985.2,8.796,0.855,CRITICAL
SHIP-2026-06048,74,348.43,4.709,0.939,CRITICAL
SHIP-2026-06049,115,316.25,2.75,0.824,CRITICAL
SHIP-2026-06050,25,640.85,25.634,0.723,HIGH
SHIP-2026-06051,77,475.95,6.181,0.82,CRITICAL
SHIP-2026-06052,47,356.48,7.585,0.929,CRITICAL
SHIP-2026-06053,106,3.97,0.037,0.118,LOW
SHIP-2026-06054,61,972.88,15.949,0.99,CRITICAL
SHIP-2026-06055,24,179.57,7.482,0.93,CRITICAL
SHIP-2026-06056,66,582.95,8.833,0.796,CRITICAL
SHIP-2026-06057,117,1271.63,10.869,0.885,CRITICAL
SHIP-2026-06058,27,1003.58,37.17,0.86,CRITICAL
SHIP-2026-06059,48,52.48,1.093,0.903,CRITICAL
SHIP-2026-06060,47,873.15,18.578,0.895,CRITICAL
SHIP-2026-06061,18,1326.98,73.721,0.804,CRITICAL
SHIP-2026-06062,41,463.08,11.295,0.875,CRITICAL
SHIP-2026-06063,46,152.9,3.324,0.895,CRITICAL
SHIP-2026-06064,53,36.7,0.692,0.328,MEDIUM
SHIP-2026-06065,56,1295.53,23.134,0.733,HIGH
SHIP-2026-06066,42,1401.92,33.379,0.734,HIGH
SHIP-2026-06067,77,754.13,9.794,0.781,CRITICAL
SHIP-2026-06068,69,1267.48,18.369,0.866,CRITICAL
SHIP-2026-06069,73,550.3,7.538,0.863,CRITICAL
SHIP-2026-06070,77,3.32,0.043,0.1,LOW
SHIP-2026-06071,105,802.85,7.646,0.947,CRITICAL
SHIP-2026-06072,70,580.78,8.297,0.99,CRITICAL
SHIP-2026-06073,96,1439.88,14.999,0.874,CRITICAL
SHIP-2026-06074,21,922.92,43.949,0.831,CRITICAL
SHIP-2026-06075,60,1287.7,21.462,0.728,HIGH
SHIP-2026-06076,119,815.88,6.856,0.929,CRITICAL
SHIP-2026-06077,66,683.12,10.35,0.801,CRITICAL
SHIP-2026-06078,47,1377.88,29.317,0.77,CRITICAL
SHIP-2026-06079,77,897.32,11.654,0.932,CRITICAL
SHIP-2026-06080,113,346.72,3.068,0.947,CRITICAL
SHIP-2026-06081,58,821.35,14.161,0.741,HIGH
SHIP-2026-06082,115,309.82,2.694,0.99,CRITICAL
SHIP-2026-06083,32,1433.43,44.795,0.845,CRITICAL
SHIP-2026-06084,53,730.1,13.775,0.84,CRITICAL
SHIP-2026-06085,70,1343.37,19.191,0.835,CRITICAL
SHIP-2026-06086,20,802.6,40.13,0.861,CRITICAL
SHIP-2026-06087,60,146.08,2.435,0.818,CRITICAL
SHIP-2026-06088,51,599.88,11.762,0.819,CRITICAL
SHIP-2026-06089,65,365.23,5.619,0.832,CRITICAL
SHIP-2026-06090,45,659.42,14.654,0.835,CRITICAL
SHIP-2026-06091,74,140.7,1.901,0.811,CRITICAL
SHIP-2026-06092,44,24.48,0.556,0.13,LOW
SHIP-2026-06093,45,188.93,4.198,0.896,CRITICAL
SHIP-2026-06094,82,607.2,7.405,0.933,CRITICAL
SHIP-2026-06095,70,58.48,0.835,0.279,MEDIUM
SHIP-2026-06096,33,77.87,2.36,0.79,CRITICAL
SHIP-2026-06097,60,60.6,1.01,0.938,CRITICAL
SHIP-2026-06098,64,1441.43,22.522,0.837,CRITICAL
SHIP-2026-06099,28,1160.52,41.447,0.778,CRITICAL
SHIP-2026-06100,22,21.8,0.991,0.666,HIGH
SHIP-2026-06101,69,498.83,7.229,0.99,CRITICAL
SHIP-2026-06102,84,1384.52,16.482,0.736,HIGH
SHIP-2026-06103,67,138.1,2.061,0.947,CRITICAL
SHIP-2026-06104,70,1363.13,19.473,0.889,CRITICAL
SHIP-2026-06105,23,709.78,30.86,0.911,CRITICAL
SHIP-2026-06106,63,205.13,3.256,0.808,CRITICAL
SHIP-2026-06107,53,771.97,14.565,0.734,HIGH
SHIP-2026-06108,73,1455.2,19.934,0.888,CRITICAL
SHIP-2026-06109,19,370.13,19.481,0.763,CRITICAL
SHIP-2026-06110,56,943.52,16.849,0.835,CRITICAL
SHIP-2026-06111,46,1165.67,25.341,0.915,CRITICAL
SHIP-2026-06112,87,723.82,8.32,0.911,CRITICAL
SHIP-2026-06113,74,1343.2,18.151,0.865,CRITICAL
SHIP-2026-06114,26,444.0,17.077,0.732,HIGH
SHIP-2026-06115,63,476.78,7.568,0.872,CRITICAL
SHIP-2026-06116,35,783.22,22.378,0.852,CRITICAL
SHIP-2026-06117,76,785.52,10.336,0.885,CRITICAL
SHIP-2026-06118,66,506.22,7.67,0.728,HIGH
SHIP-2026-06119,80,1069.65,13.371,0.789,CRITICAL
SHIP-2026-06120,83,735.08,8.856,0.822,CRITICAL
SHIP-2026-06121,115,1322.02,11.496,0.74,HIGH
SHIP-2026-06122,25,565.8,22.632,0.853,CRITICAL
SHIP-2026-06123,82,1387.23,16.917,0.853,CRITICAL
SHIP-2026-06124,58,1299.03,22.397,0.848,CRITICAL
SHIP-2026-06125,79,1131.55,14.323,0.916,CRITICAL
SHIP-2026-06126,105,959.25,9.136,0.812,CRITICAL
SHIP-2026-06127,102,309.77,3.037,0.887,CRITICAL
SHIP-2026-06128,42,660.42,15.724,0.771,CRITICAL
SHIP-2026-06129,49,1100.65,22.462,0.724,HIGH
SHIP-2026-06130,39,718.62,18.426,0.803,CRITICAL
SHIP-2026-06131,106,116.92,1.103,0.735,HIGH
SHIP-2026-06132,107,144.57,1.351,0.732,HIGH
SHIP-2026-06133,81,616.9,7.616,0.853,CRITICAL
SHIP-2026-06134,108,341.4,3.161,0.958,CRITICAL
SHIP-2026-06135,25,387.1,15.484,0.803,CRITICAL
SHIP-2026-06136,76,1231.22,16.2,0.825,CRITICAL
SHIP-2026-06137,37,79.75,2.155,0.936,CRITICAL
SHIP-2026-06138,44,1220.72,27.744,0.739,HIGH
SHIP-2026-06139,111,328.45,2.959,0.925,CRITICAL
SHIP-2026-06140,31,580.12,18.714,0.94,CRITICAL
SHIP-2026-06141,70,431.23,6.16,0.857,CRITICAL
SHIP-2026-06142,58,362.18,6.244,0.936,CRITICAL
SHIP-2026-06143,83,1176.92,14.18,0.813,CRITICAL
SHIP-2026-06144,59,1088.18,18.444,0.852,CRITICAL
SHIP-2026-06145,56,476.15,8.503,0.723,HIGH
SHIP-2026-06146,40,242.8,6.07,0.91,CRITICAL
SHIP-2026-06147,95,51.52,0.542,0.085,LOW
SHIP-2026-06148,25,1370.95,54.838,0.966,CRITICAL
SHIP-2026-06149,25,127.15,5.086,0.804,CRITICAL
SHIP-2026-06150,18,1076.67,59.815,0.897,CRITICAL
SHIP-2026-06151,21,419.5,19.976,0.861,CRITICAL
SHIP-2026-06152,88,688.38,7.822,0.966,CRITICAL
SHIP-2026-06153,91,114.62,1.26,0.791,CRITICAL
SHIP-2026-06154,47,21.92,0.466,0.094,LOW
SHIP-2026-06155,77,877.82,11.4,0.76,CRITICAL
SHIP-2026-06156,21,1446.0,68.857,0.838,CRITICAL
SHIP-2026-06157,101,658.88,6.524,0.841,CRITICAL
SHIP-2026-06158,28,1064.63,38.023,0.851,CRITICAL
SHIP-2026-06159,34,593.9,17.468,0.829,CRITICAL
SHIP-2026-06160,46,575.83,12.518,0.725,HIGH
SHIP-2026-06161,50,1354.22,27.084,0.939,CRITICAL
SHIP-2026-06162,83,1408.12,16.965,0.889,CRITICAL
SHIP-2026-06163,103,386.13,3.749,0.879,CRITICAL
SHIP-2026-06164,89,1282.38,14.409,0.805,CRITICAL
SHIP-2026-06165,58,1021.45,17.611,0.771,CRITICAL
SHIP-2026-06166,46,6.58,0.143,0.114,LOW
SHIP-2026-06167,25,76.27,3.051,0.809,CRITICAL
SHIP-2026-06168,46,1002.25,21.788,0.93,CRITICAL
SHIP-2026-06169,72,376.2,5.225,0.804,CRITICAL
SHIP-2026-06170,81,544.12,6.718,0.844,CRITICAL
SHIP-2026-06171,66,287.15,4.351,0.99,CRITICAL
SHIP-2026-06172,62,1124.38,18.135,0.924,CRITICAL
SHIP-2026-06173,90,45.2,0.502,0.064,LOW
SHIP-2026-06174,45,700.77,15.573,0.917,CRITICAL
SHIP-2026-06175,32,684.47,21.39,0.744,HIGH
SHIP-2026-06176,47,113.07,2.406,0.914,CRITICAL
SHIP-2026-06177,81,313.38,3.869,0.872,CRITICAL
SHIP-2026-06178,100,204.12,2.041,0.929,CRITICAL
SHIP-2026-06179,87,300.37,3.453,0.923,CRITICAL
SHIP-2026-06180,80,316.62,3.958,0.739,HIGH
SHIP-2026-06181,40,708.9,17.723,0.816,CRITICAL
